url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
某大学通信电路虚拟仿真实验采购中标公告,中标,中标结果,某大学通信电路虚拟仿真实验采购中标公告,,2020-LGDX-FW-1015,通信电路虚拟仿真实验建设,348500.0,某大学,学校,王**-025-80829135,江苏省华采招标有限公司,张*-025-83603328,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",348500.0,2020-07-01,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/207324747/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,579 次",7.73 亿,554 家
南京师范大学关于庐山土壤地带性分析虚拟仿真实习项目的采购结果公告,中标,中标结果,南京师范大学关于庐山土壤地带性分析虚拟仿真实习项目的采购结果公告,,JSYC-JC2020C2305,土壤地带性分析虚拟仿真实习项目,605000.0,南京师范大学,学校,任**-025-85891187,江苏易采招标代理有限公司,孙*-025-83605189,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",605000.0,2020-06-30,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306672893/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
南京航空航天大学虚拟仿真实验平台采购中标公告,中标,中标结果,南京航空航天大学虚拟仿真实验平台采购中标公告,,JSHC-2020050258C1,"虚拟仿真实验平台,虚拟现实超级服务器",978302.0,南京航空航天大学,学校,金**-13851442622,江苏省华采招标有限公司,李*-025-83603378,南京金普达电子科技有限公司 ,"中标人     15996252932 ,中标人     025-83217277 ,中标人     15961951005 ,中标人     13585100725 ,中标人     025-83222222 ",978302.0,2020-06-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/329496292/b2,地址南京市高淳经济开发区恒盛路5号4号楼333室,101 次,12.49 亿,43 家
扬州大学英语语音纠音虚拟仿真系统项目中标公告,中标,中标结果,扬州大学英语语音纠音虚拟仿真系统项目中标公告,,YDS2020-6-13号,英语语音纠音虚拟仿真系统项目,139500.0,扬州大学,学校,,扬州大学采购管理办公室,何**-0514-87991766,厦门亿学软件有限公司 ,"中标人     15359892080 ,中标人     15659286956 ,中标人     0592-5126391 ,中标人     0592-5126825 ,叶**     18059268883 ",139500.0,2020-06-24,江苏,,,,,https://www.zhiliaobiaoxun.com/content/315751618/b2,地址厦门火炬高新区软件园三期诚毅北大街50号701室A03,248 次,20.33 亿,150 家
扬州大学大型立式泵装置内部流动及水力性能虚拟仿真实验项目中标公告,中标,中标结果,扬州大学大型立式泵装置内部流动及水力性能虚拟仿真实验项目中标公告,,YDS2020-5-12号,大型立式泵装置内部流动及水力性能虚拟仿真实验项目,320000.0,扬州大学,学校,,扬州大学采购管理办公室,何**-0514-87991766,北京易用视点科技有限公司 ,"路**     13311452880 ,王**     010-68660047 ",320000.0,2020-06-24,江苏,,,,,https://www.zhiliaobiaoxun.com/content/315751422/b2,地址北京市石景山区八大处路49号院6号楼二层202号,40 次,"1,345.41 万",22 家
江苏大学全生物质燃气制备过程参数控制与目标反演虚拟仿真实验平台单一来源采购公示,中标,中标结果,江苏大学全生物质燃气制备过程参数控制与目标反演虚拟仿真实验平台单一来源采购公示,,,"全生物质燃气制备过程参数控制与目标反演虚拟仿真实验平台,课件运营保障系统功能",498000.0,江苏大学,学校,,江苏大学采购与招标办公室,万**-0511-88790072,南京恒点信息技术有限公司 ,"中标人     15366054932 ,中标人     13236222111 ,中标人     025-83222270 ,中标人     025-52185541 ,徐**     0516-83590287 ",498000.0,2020-06-24,江苏,,,,,https://www.zhiliaobiaoxun.com/content/309776671/b2,地址南京经济技术开发区兴智路6号兴智科技园B栋1602室,78 次,"2,352.28 万",33 家
FZB2020-030盐城工学院国家虚拟仿真实验教学一流课程《适老空间用户体验设计》培育项目单一来源采购预告,中标,中标结果,FZB2020-030盐城工学院国家虚拟仿真实验教学一流课程《适老空间用户体验设计》培育项目单一来源采购预告,,FZB2020-030,"虚拟仿真实验教学一流课程《适老空间用户体验设计》培育项目,实验帮助模块,《适老空间用户体验设计》课程定制教学软件,设计分析模块,方案设计模块,用户体验模块,方案评估模块,实验简介模块",0.0,盐城工学院,学校,"杨**-18905107918,孟**-0515-88168897,采购人-0515-88298682",,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2020-06-22,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/228106319/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
智能制造—切削单元实训中心设备采购项目单一来源采购公示,中标,中标结果,智能制造—切削单元实训中心设备采购项目单一来源采购公示,,,"切削单元实训中心设备,机器人虚拟实操仿真实训工作站建设设备,切削加工智能制造工作站升级改造设备",1000000.0,江苏省常州技师学院,学校,"杨**-0519-85681829,孙**-17768389591",常州润邦招标代理有限公司,周*-0519-81882993,江苏汇博机器人技术股份有限公司 ,"陈**     18638549221 ,陈**     13027318810 ,中标人     0512-87171377 ,中标人     18896908969 ,中标人     0512-87171377-1818 ",1000000.0,2020-06-22,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/224983860/b2,地址苏州工业园区方洲路128号,808 次,11.49 亿,336 家
南京中医药大学虚拟仿真实验项目（耳穴埋籽）(2020-019)成交公示,中标,中标结果,南京中医药大学虚拟仿真实验项目（耳穴埋籽）(2020-019)成交公示,,NZYZB2020-019,"虚拟仿真实验项目,耳穴埋籽",185000.0,南京中医药大学,学校,,南京中医药大学招投标管理服务中心,,上海域圆信息科技有限公司 ,"中标人     13951000446 ,中标人     18602168611 ,中标人     15656569989 ,张**     0570-8068368 ",185000.0,2020-06-18,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/305677897/b2,地址上海市普陀区真北路958号20幢511室,49 次,"2,775.16 万",23 家
秦淮区区级新技术新媒体实验中心设备采购结果公告,中标,中标结果,秦淮区区级新技术新媒体实验中心设备采购结果公告,,NJZZ-Y-2020H06026,"虚拟仿真实验室软件,3D沙盘,新媒体实验中心设备",1482000.0,南京市秦淮区教师发展中心,政府及事业单位,黄**-025-69577076,南京众智工程咨询有限公司,孙*-025-52896520-8000,南京清晓信息科技有限公司 ,肖*     15195986210 ,1482000.0,2020-06-18,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306675417/b2,地址南京市高淳经济开发区古檀大道3号,5 次,457.64 万,4 家
苏州市职业大学关于艺术BIM虚拟仿真实训室建设公开招标中标公告,中标,中标结果,苏州市职业大学关于艺术BIM虚拟仿真实训室建设公开招标中标公告,,SZRFZ2020-G-002,"艺术BIM虚拟仿真实训室建设项目,定制BIM教学显示系统,3D加速器,交换机,教学用高配图形工作站",1596800.0,苏州市职业大学,学校,顾**-0512-66503912,苏州日丰招投标代理有限公司,刘**-0512-68136997,南京谷雨时代教育科技有限公司 ,,1596800.0,2020-06-17,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/306686681/b2,地址南京市江北新区星火路15号智芯科技综合楼4楼416-2C-3,9 次,664.21 万,5 家
南京高等职业技术学校城规牵引供电虚拟仿真软件采购项目成交结果公告,中标,中标结果,南京高等职业技术学校城规牵引供电虚拟仿真软件采购项目成交结果公告,,DJ200603NJGD002,"城规牵引供电虚拟仿真软件,服务器,轨道列车电路原理分析课件,气动仿真软件,液压仿真软件,5G基站建设与维护虚拟仿真实训系统,5G基站建设与维护教学资源,接触网作业车全面整备检查作业课件,电路实训课件",947000.0,南京高等职业技术学校,学校,采购人-13701409164,南京典晶工程项目管理有限公司,"代理联系人-025-83198830,徐*-13701409164",南京中兴信雅达信息科技有限公司 ,"中标人     15365000842 ,中标人     13402938598 ,中标人     13851995121 ,印*     15150586141 ,中标人     13815892254 ",947000.0,2020-06-12,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306677358/b2,地址南京市栖霞区仙林街道文澜路99号,63 次,"5,090.0 万",25 家
常熟市滨江职业技术学校关于工业机器人1+X试点项目项目的中标公告,中标,中标结果,常熟市滨江职业技术学校关于工业机器人1+X试点项目项目的中标公告,,CSXC-Z2020G003,"工业机器人虚拟仿真与离线编程软件,工业机器人操作与运维实训系统,工业机器人设备,工业机器人1X试点项目,机房的供货安装调试及操作培训",2400000.0,常熟市滨江职业技术学校,学校,徐**-0512-52269218,常熟市信昌工程造价咨询有限责任公司,陈*-0512-52907888,上海学仝智能科技有限公司 ,"中标人     18192362336 ,叶*     13818296942 ",2385200.0,2020-06-12,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/341369205/b2,地址上海市静安区江场三路238号1601室（集中登记地）,15 次,"2,173.29 万",9 家
盐城工学院国家虚拟仿真实验教学一流课程《适老空间用户体验设计》培育项目单​一来源公示,中标,中标结果,盐城工学院国家虚拟仿真实验教学一流课程《适老空间用户体验设计》培育项目单​一来源公示,,,"虚拟仿真实验教学一流课程《适老空间用户体验设计》培育项目,《适老空间用户体验设计》软件,卧室空间设计",0.0,盐城工学院,学校,孟**-0515-88168897,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2020-06-09,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/228104881/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
应急管理部消防救援局南京训练总队化学事故救援虚拟仿真训练系统研发项目中标公告,中标,中标结果,应急管理部消防救援局南京训练总队化学事故救援虚拟仿真训练系统研发项目中标公告,,0675-190JOC007600,"化学事故处置虚拟仿真系统,化学事故救援虚拟仿真训练系统研发项目",647000.0,应急管理部消防救援局南京训练总队,政府及事业单位,,江苏海外集团国际工程咨询有限公司,"王**-025-84795407,王*-025-69573085",北京华如科技股份有限公司 ,"中标人     13547986240 ,中标人     18331150372 ,中标人     18532503028 ,李*     010-56380866 ",647000.0,2020-06-08,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/207358711/b2,地址北京市海淀区西北旺东路10号院东区14号楼君正大厦B座三层301-305室、四层401-410室,353 次,6.27 亿,92 家
NSCDL2020-007南京审计大学虚拟仿真实验软件项目成交公告（一带一路项目）,中标,中标结果,NSCDL2020-007南京审计大学虚拟仿真实验软件项目成交公告（一带一路项目）,,066020M21486,虚拟仿真实验软件项目,148000.0,南京审计大学,学校,娄**-025-85569055,,,上海逸景网络科技有限公司 ,"中标人     13671527478 ,单*     13391118022 ,中标人     021-65198529 ,张**     18001702998 ,李**     021-60835827 ",148000.0,2020-06-04,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/176974344/b2,地址上海市奉贤区奉浦工业区奉浦大道111号7楼5069室,94 次,"2,158.56 万",48 家
金陵科技学院网络安全学院云融合虚拟仿真实验室建设项目,中标,中标结果,金陵科技学院网络安全学院云融合虚拟仿真实验室建设项目,,JSHX-2019JKY0196,云融合虚拟仿真实验室建设项目,948000.0,金陵科技学院,学校,,江苏省华厦工程项目管理有限公司,,北京西普阳光教育科技股份有限公司 ,"中标人     010-82327658 ,郑*     18028809118 ,中标人     18616802997 ,中标人     15286708166 ,黄**     18511858156 ",948000.0,2020-06-04,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/279202752/b2,,277 次,4.24 亿,141 家
南京审计大学虚拟仿真项目成交公告,中标,中标结果,南京审计大学虚拟仿真项目成交公告,,066020M21466,"虚拟仿真项目,大数据审计综合仿真实验平台",190000.0,南京审计大学,学校,娄**-025-85569055,江苏省设备成套有限公司,,南京智鹢远行信息科技有限公司 ,,190000.0,2020-06-03,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306680710/b2,地址南京市雨花台区风展路30号3幢1410室,2 次,19.0 万,2 家
FZB2020-003 盐城工学院国家虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目单一来源评审结果公示,中标,中标结果,FZB2020-003 盐城工学院国家虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目单一来源评审结果公示,,FZB2020-003,"《水锤虚拟仿真综合实验》培育项目,虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育",198000.0,盐城工学院,学校,,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",198000.0,2020-06-02,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/292553307/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
建筑火灾发展与结构扛活虚拟仿真实验网站建设成交结果公示(029),中标,中标结果,建筑火灾发展与结构扛活虚拟仿真实验网站建设成交结果公示(029),,,建筑火灾发展与结构扛活虚拟仿真实验网站建设,89600.0,中国矿业大学,学校,,,,徐州德怀科技有限公司 ,"朱**     0516-83590267 ,朱**     83590267 ",89600.0,2020-06-02,江苏,,,,,https://www.zhiliaobiaoxun.com/content/325214163/b2,地址徐州市铜山区大学路99号高新区大学创业园B701号,8 次,165.12 万,1 家
南京森林警察学院现场勘查虚拟仿真平台及智慧教室建设采购项目中标公告,中标,中标结果,南京森林警察学院现场勘查虚拟仿真平台及智慧教室建设采购项目中标公告,,JITC-2011AW0903,现场勘查虚拟仿真平台及智慧教室建设,1339000.0,南京森林警察学院,学校,"王**-025-85878721,胡**-025-85878966",江苏省国际招标公司,"万**-15295748095,陈*-025-83248600,陈*-83249927",南京浩伟智能科技有限公司 ,"中标人     025-86111066 ,林**     18994117789 ,钱*     13327818981 ",1339000.0,2020-06-01,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/329746842/b2,地址南京市麒麟科技创新园（生态科技城）东麒路666号,37 次,"3,649.41 万",16 家
矿井提升机电力传动控制虚拟仿真实验系统成交结果公示(025),中标,中标结果,矿井提升机电力传动控制虚拟仿真实验系统成交结果公示(025),,,矿井提升机电力传动控制虚拟仿真实验系统,149500.0,中国矿业大学,学校,,,,江苏超蓝智能科技有限公司 ,"龙**     0516-83590279 ,王**     0516-83590283 ",149500.0,2020-05-29,江苏,,,,,https://www.zhiliaobiaoxun.com/content/325214296/b2,地址徐州市泉山区矿大北门科技城4＃-103,43 次,"2,227.46 万",13 家
南京中医药大学虚拟仿真实验项目（气道异物梗阻）(2020-007)成交公示,中标,中标结果,南京中医药大学虚拟仿真实验项目（气道异物梗阻）(2020-007)成交公示,,NZYZB2020-007,"虚拟仿真实验项目,气道异物梗阻",200000.0,南京中医药大学,学校,,南京中医药大学招投标管理服务中心,代理联系人-025-85811022,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",188000.0,2020-05-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/305677805/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
FZB2020-003盐城工学院2020年国家虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目单一来源采购预告,中标,中标结果,FZB2020-003盐城工学院2020年国家虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目单一来源采购预告,,FZB2020-003,虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目,0.0,盐城工学院,学校,"苏**-13962058113,孟**-0515-88168897,采购人-0515-88298682",,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2020-05-25,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/228104715/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
扬州大学运动改善情绪及其脑可塑性变化的虚拟仿真教学实验项目中标公告,中标,中标结果,扬州大学运动改善情绪及其脑可塑性变化的虚拟仿真教学实验项目中标公告,,YDS2020-5-9号,运动改善情绪及其脑可塑性变化的虚拟仿真教学实验项目,149800.0,扬州大学,学校,,扬州大学采购管理办公室,何**-0514-87991766,南京纽扣网络科技有限公司 ,"中标人     17327859280 ,王**     13813919194 ",149800.0,2020-05-25,江苏,,,,,https://www.zhiliaobiaoxun.com/content/315751283/b2,地址南京市鼓楼区石头城99号D栋2楼28号,8 次,209.28 万,3 家
南京审计大学虚拟仿真软件采购项目成交公告,中标,中标结果,南京审计大学虚拟仿真软件采购项目成交公告,,066020M21487,"虚拟仿真软件,金融审计虚拟仿真实验,行为归因审计虚拟仿真实验教学项目",0.0,南京审计大学,学校,,江苏省设备成套有限公司,,上海逸景网络科技有限公司 ,"中标人     13671527478 ,单*     13391118022 ,中标人     021-65198529 ,张**     18001702998 ,李**     021-60835827 ",158000.0 193500.0,2020-05-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306683372/b2,地址上海市奉贤区奉浦工业区奉浦大道111号7楼5069室,94 次,"2,158.56 万",48 家
南京审计大学虚拟仿真软件采购项目成交公告,中标,中标结果,南京审计大学虚拟仿真软件采购项目成交公告,,066020M21487,"虚拟仿真软件,金融审计虚拟仿真实验,行为归因审计虚拟仿真实验教学项目",0.0,南京审计大学,学校,,江苏省设备成套有限公司,,江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",158000.0 193500.0,2020-05-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306683372/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
南京审计大学虚拟仿真实验软件项目成交公告,中标,中标结果,南京审计大学虚拟仿真实验软件项目成交公告,,066020M21486,"虚拟仿真实验软件项目,跟踪审计虚拟仿真",193800.0,南京审计大学,学校,,江苏省设备成套有限公司,,江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",193800.0,2020-05-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306683471/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
南京审计大学虚拟仿真项目成交公告,中标,中标结果,南京审计大学虚拟仿真项目成交公告,,066020M21466,"虚拟仿真项目,大数据审计综合仿真实验平台,证券投资与量化交易虚拟仿真实验,产能成本决策虚拟仿真实验教学项目",0.0,南京审计大学,学校,,江苏省设备成套有限公司,,南京霖坤智能科技有限公司 ,,147500.0 0.0,2020-05-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306683436/b2,地址南京市雨花台区宁双路19号云密城G栋308-17室,13 次,398.0 万,9 家
南京审计大学虚拟仿真项目成交公告,中标,中标结果,南京审计大学虚拟仿真项目成交公告,,066020M21466,"虚拟仿真项目,大数据审计综合仿真实验平台,证券投资与量化交易虚拟仿真实验,产能成本决策虚拟仿真实验教学项目",0.0,南京审计大学,学校,,江苏省设备成套有限公司,,南京一寸金智能科技有限公司 ,中标人     13382077966 ,147500.0 0.0,2020-05-22,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306683436/b2,地址南京市江北新区星火路20号星火创业大厦1幢538室,14 次,404.41 万,6 家
WXWJCG2018-065000000000000关于C标段：虚拟分娩助产仿真训练系统(2)的合同,中标,合同,WXWJCG2018-065000000000000关于C标段：虚拟分娩助产仿真训练系统(2)的合同,,WXWJCG2018-065000000000000,虚拟分娩助产仿真训练系统,745500.0,无锡市妇幼保健院,医院,,,,苏州三毕医科生物教学模型有限公司 ,,745500.0,2020-05-21,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/205833154/b2,地址江苏省苏州市苏州新区火炬路科技工业园,6 次,217.55 万,5 家
中国传统造物智慧设计研究虚拟仿真实验教学软件开发  成交公告,中标,中标结果,中国传统造物智慧设计研究虚拟仿真实验教学软件开发  成交公告,,NJDCX-202004261301,虚拟仿真实验教学软件开发,398000.0,南京艺术学院,学校,胡**-025-83498121,南京达琛鑫工程咨询有限公司,徐**-025-85382797,南京茂立科技有限公司 ,"中标人     17805150551 ,中标人     025-84292687 ,中标人     13809033258 ,赵*     18951847917 ,曹**     025-85342095 ",398000.0,2020-05-20,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306684032/b2,地址南京市建邺区南湖茶亭东街79号西祠街区9号楼9-3A室,90 次,"5,055.82 万",41 家
关于南京艺术学院虚拟仿真实验教学系统开发项目的成交结果公告,中标,中标结果,关于南京艺术学院虚拟仿真实验教学系统开发项目的成交结果公告,,JSHC-2020040134A1,虚拟仿真实验教学系统开发项目,310000.0,南京艺术学院,学校,胡**-025-83498121,江苏省华采招标有限公司,"李*-025-83605578,蔡*-025-8360557",南京资优智能科技有限公司 ,,310000.0,2020-05-19,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306685036/b2,地址南京市建邺区亚鹏路88号银滩文创园4幢303-5室,1 次,31.0 万,1 家
南京信息工程大学山洪灾害发生的虚拟仿真实验教学软件定制采购项目中标结果公示,中标,中标结果,南京信息工程大学山洪灾害发生的虚拟仿真实验教学软件定制采购项目中标结果公示,,SBC202000 8,虚拟仿真实验教学软件定制,199000.0,南京信息工程大学,学校,,,,南京恒点信息技术有限公司 ,"中标人     15366054932 ,中标人     13236222111 ,中标人     025-83222270 ,中标人     025-52185541 ,徐**     0516-83590287 ",199000.0,2020-05-18,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/242416629/b2,地址南京经济技术开发区兴智路6号兴智科技园B栋1602室,78 次,"2,352.28 万",33 家
南京市聋人学校多媒体教学设备项目中标结果公告,中标,中标结果,南京市聋人学校多媒体教学设备项目中标结果公告,,NJRJ-ZB-202002012,"安装调试,培训及售后服务,线材辅材,多媒体智慧黑板,无线视频展台,触控显示器,多媒体教学设备项目,电源智能控制系统,智慧黑板集中管控系统,多功能智慧讲台,USB全向高性能麦克风,虚拟实验仿真软件,网络课程学习综合平台,中控系统,音箱,键盘,鼠标,电脑",2536250.0,南京市聋人学校,学校,汪**-13705161584,南京瑞嘉建设项目管理有限公司,郝*-17805110059,江苏汇鸿国际集团外经有限公司 ,"中标人     18115171512 ,中标人     18262623106 ,中标人     13912929767 ,中标人     13951748519 ,中标人     025-86770371 ",2536250.0,2020-05-14,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/306693185/b2,地址南京市江宁区双龙大道1700号,475 次,5.28 亿,198 家
南京信息工程大学高危环境事件中大气污染和气象条件探测、飑线天气过程虚拟仿真实验教学软件定制项目中标结果公示,中标,中标结果,南京信息工程大学高危环境事件中大气污染和气象条件探测、飑线天气过程虚拟仿真实验教学软件定制项目中标结果公示,,SBC2020007,"飑线天气过程虚拟仿真实验教学软件定制项目,高危环境事件中大气污染和气象条件探测",289800.0,南京信息工程大学,学校,,,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",289800.0,2020-05-13,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/242409871/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
江苏大学电动汽车电机设计与转矩性能评估虚拟仿真实验平台项目中标公示,中标,中标结果,江苏大学电动汽车电机设计与转矩性能评估虚拟仿真实验平台项目中标公示,,,电动汽车电机设计与转矩性能评估虚拟仿真实验平台项目,490000.0,江苏大学,学校,,江苏大学采购与招标办公室,万**-0511-88790072,南京恒点信息技术有限公司 ,"中标人     15366054932 ,中标人     13236222111 ,中标人     025-83222270 ,中标人     025-52185541 ,徐**     0516-83590287 ",490000.0,2020-05-11,江苏,,,,,https://www.zhiliaobiaoxun.com/content/309777768/b2,地址南京经济技术开发区兴智路6号兴智科技园B栋1602室,78 次,"2,352.28 万",33 家
东南大学外国语学院外语情景虚拟仿真实训教学建设项目结果公告,中标,中标结果,东南大学外国语学院外语情景虚拟仿真实训教学建设项目结果公告,,066020851061,"外语情景虚拟仿真实训教学建设项目,入境情境虚拟仿真课程模块,同声传译虚拟仿真课程模块",746400.0,东南大学,学校,"刘**-025-83792693,陈**-025-52090810",江苏省设备成套有限公司,"黄*-18606195359,黄*-025-86630962",上海遥知信息技术有限公司 ,"中标人     18655121515 ,中标人     13995587166 ,张*     13635850210 ,中标人     17730018098 ",746400.0,2020-05-08,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/313822250/b2,地址上海市普陀区真光路1473弄3号2层2013室,53 次,"3,004.3 万",31 家
（NJCIT-2020023）虚拟仿真体验教学设备和素材资源成交公告,中标,中标结果,（NJCIT-2020023）虚拟仿真体验教学设备和素材资源成交公告,,NJCIT-2020023,"虚拟仿真体验教学设备,素材资源,虚拟仿真体验体验教学设备",177800.0,南京信息职业技术学院国有资产处,政府及事业单位,韦*-025-85842494,,,江苏固远信息科技有限公司 ,,177800.0,2020-05-07,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/281646113/b2,地址南京市玄武区珠江路699号,2 次,24.38 万,2 家
盐城工学院国家虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目单一来源公示,中标,中标结果,盐城工学院国家虚拟仿真实验教学一流课程《水锤虚拟仿真综合实验》培育项目单一来源公示,,,"《水锤虚拟仿真综合实验》软件,宣传视频,《水锤虚拟仿真综合实验》培育项目",0.0,盐城工学院,学校,"苏**-13962058113,孟**-0515-88168897",,,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",0.0,2020-04-22,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/228113560/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
南京中医药大学国家级虚拟仿真教学示范中心虚拟仿真实验教学共享平台项目(2020-003)成交公示,中标,中标结果,南京中医药大学国家级虚拟仿真教学示范中心虚拟仿真实验教学共享平台项目(2020-003)成交公示,,NZYZB2020-003,虚拟仿真实验教学共享平台项目,490000.0,南京中医药大学国家级虚拟仿真教学示范中心,政府及事业单位,,南京中医药大学招投标管理服务中心,代理联系人-025-85811022,北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",379000.0,2020-04-21,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/305677824/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
无锡职业技术学院ARE虚拟仿真实验教学平台及感知设备采购项目中标公告,中标,中标结果,无锡职业技术学院ARE虚拟仿真实验教学平台及感知设备采购项目中标公告,,SYJCCG2020-001,"虚拟仿真实验教学平台及感知设备,ARE虚拟仿真实验教学平台",980000.0,无锡职业技术学院,学校,蒋**-13485059433,江苏苏亚金诚工程管理咨询有限公司,"章*-15852832592,蒋*-18051576799",无锡畅捷科技发展有限公司 ,"中标人     15261515627 ,中标人     15252610628 ",938000.0,2020-04-16,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/306696406/b2,地址无锡市人民西路25-1202,22 次,"1,025.53 万",14 家
