公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
中标,中标结果,山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源采购项目中标（成交）公告,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训教学系统,跨境电商实训平台,AR视觉拣选教学仿真实训系统,跨境电商B2B实训系统,跨境达人实训教学系统,培训与开发关键技能实训教学软件,培训开发软件,国际贸易虚仿案例实训系统",0.0,山东工商学院,学校,采购人-0535-6902817,海逸恒安项目管理有限公司烟台分公司,路*-0535-6892258,弘成科技发展有限公司 ,"宋**     15810476355 ,中标人     18610228681 ,中标人     18513673809 ,栗**     18810803495 ,中标人     010-84186655 ",320000.0 0.0 0.0 0.0 0.0 0.0,2022-07-02,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/339629461/b2,地址北京市东城区青龙胡同1号4层408,249 次,1.03 亿,121 家
中标,中标结果,山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源采购项目中标（成交）公告,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训教学系统,跨境电商实训平台,AR视觉拣选教学仿真实训系统,跨境电商B2B实训系统,跨境达人实训教学系统,培训与开发关键技能实训教学软件,培训开发软件,国际贸易虚仿案例实训系统",0.0,山东工商学院,学校,采购人-0535-6902817,海逸恒安项目管理有限公司烟台分公司,路*-0535-6892258,山东永耕达信息科技有限公司 ,中标人     15066697392 ,320000.0 0.0 0.0 0.0 0.0 0.0,2022-07-02,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/339629461/b2,地址山东省济南市历城区西周南路55号东方广场B座211室,11 次,197.21 万,6 家
中标,中标结果,山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源采购项目中标（成交）公告,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训教学系统,跨境电商实训平台,AR视觉拣选教学仿真实训系统,跨境电商B2B实训系统,跨境达人实训教学系统,培训与开发关键技能实训教学软件,培训开发软件,国际贸易虚仿案例实训系统",0.0,山东工商学院,学校,采购人-0535-6902817,海逸恒安项目管理有限公司烟台分公司,路*-0535-6892258,长春市敏学教育科技有限公司 ,"中标人     13394471330 ,中标人     18616531551 ",320000.0 0.0 0.0 0.0 0.0 0.0,2022-07-02,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/339629461/b2,地址长春市高新区蔚山路2499号科技园大厦A座六层610-7室,11 次,230.04 万,5 家
中标,中标结果,山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源采购项目中标（成交）公告,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训教学系统,跨境电商实训平台,AR视觉拣选教学仿真实训系统,跨境电商B2B实训系统,跨境达人实训教学系统,培训与开发关键技能实训教学软件,培训开发软件,国际贸易虚仿案例实训系统",0.0,山东工商学院,学校,采购人-0535-6902817,海逸恒安项目管理有限公司烟台分公司,路*-0535-6892258,山东润楚教育科技有限公司 ,"中标人     18954811668 ,中标人     18866883988 ",320000.0 0.0 0.0 0.0 0.0 0.0,2022-07-02,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/339629461/b2,地址山东省济南市市中区纬二路66号2号楼2楼2-13,13 次,442.18 万,7 家
中标,中标结果,山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源采购项目中标（成交）公告,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训教学系统,跨境电商实训平台,AR视觉拣选教学仿真实训系统,跨境电商B2B实训系统,跨境达人实训教学系统,培训与开发关键技能实训教学软件,培训开发软件,国际贸易虚仿案例实训系统",0.0,山东工商学院,学校,采购人-0535-6902817,海逸恒安项目管理有限公司烟台分公司,路*-0535-6892258,湖南典阅教育科技有限公司 ,"中标人     13257324046 ,中标人     13718121588 ,中标人     19896202415 ,中标人     13647313543 ,丁**     18711314741 ",320000.0 0.0 0.0 0.0 0.0 0.0,2022-07-02,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/339629461/b2,地址长沙高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第2层228-230,143 次,"4,681.94 万",73 家
中标,中标结果,山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源采购项目中标（成交）公告,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训教学系统,跨境电商实训平台,AR视觉拣选教学仿真实训系统,跨境电商B2B实训系统,跨境达人实训教学系统,培训与开发关键技能实训教学软件,培训开发软件,国际贸易虚仿案例实训系统",0.0,山东工商学院,学校,采购人-0535-6902817,海逸恒安项目管理有限公司烟台分公司,路*-0535-6892258,重庆夼旗科技有限公司 ,"中标人     18983392976 ,中标人     13883051802 ",320000.0 0.0 0.0 0.0 0.0 0.0,2022-07-02,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/339629461/b2,地址重庆市南岸区亚太路9号6幢14-1,30 次,394.54 万,19 家
中标,中标结果,济南护理职业学院济南护理职业学院虚拟仿真实训室建设采购验收报告公示,,,虚拟仿真实训室建设,1989560.0,济南护理职业学院,学校,,,,济南腾泽信息技术有限公司 ,"赵**     0531-59833098 ,中标人     15064106160 ,孙     15168853555 ,赵**     0531-65752851 ",1989560.0,2022-07-01,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/359783150/b2,地址山东省济南市历城区唐冶街道鲁商凤凰广场5号楼903室,243 次,"2,478.96 万",49 家
中标,中标结果,山东建筑大学全过程工程造价管理虚拟仿真实验课程项目（高水平）中标（成交）公告,,SDGP370000000202202004698,虚拟仿真实验课程项目,198000.0,山东建筑大学,学校,采购人-86361800,山东卓睿安信项目管理有限公司,代理联系人-0531-88755012,上海卓越睿新数码科技股份有限公司 ,"中标人     13324099062 ,中标人     18690271181 ,中标人     021-60248600 ,中标人     15986307142 ,中标人     18186861086 ",198000.0,2022-07-01,山东,,,,,https://www.zhiliaobiaoxun.com/content/339059634/b2,地址上海市徐汇区钦州北路1188号1幢901、902、903、904室,"1,378 次",110.04 亿,535 家
中标,中标结果,山东建筑大学机电工程学院教学科研设备采购（高水平）中标（成交）公告,,SDGP370000000202202004420,"VR孪生虚拟仿真实验教学平台,3D打印平台,机械工程测试,教学科研设备",0.0,山东建筑大学,学校,采购人-86361800,山东盛和招标代理有限公司,代理联系人-17615838826,济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",440000.0 368000.0,2022-07-01,山东,,,,,https://www.zhiliaobiaoxun.com/content/339114475/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,山东建筑大学机电工程学院教学科研设备采购（高水平）中标（成交）公告,,SDGP370000000202202004420,"VR孪生虚拟仿真实验教学平台,3D打印平台,机械工程测试,教学科研设备",0.0,山东建筑大学,学校,采购人-86361800,山东盛和招标代理有限公司,代理联系人-17615838826,山东跃骏智能科技有限公司 ,"中标人     0531-55507726 ,中标人     15336407331 ",440000.0 368000.0,2022-07-01,山东,,,,,https://www.zhiliaobiaoxun.com/content/339114475/b2,,44 次,"1,497.12 万",17 家
中标,中标结果,山东体育学院体育管理学院虚拟仿真课程服务中标（成交）公告,,SDGP370000000202202003786,虚拟仿真课程服务,298000.0,山东体育学院,学校,韩**-0531-89655181,山东滨海国际工程咨询有限公司,孙**-0531-88581266,上海卓越睿新数码科技股份有限公司 ,"中标人     13324099062 ,中标人     18690271181 ,中标人     021-60248600 ,中标人     15986307142 ,中标人     18186861086 ",298000.0,2022-06-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/337953407/b2,地址上海市徐汇区钦州北路1188号1幢901、902、903、904室,"1,378 次",110.04 亿,535 家
中标,中标结果,山东体育学院体育管理学院虚拟仿真实训平台采购中标（成交）公告,,SDGP370000000202202003787,虚拟仿真实训平台,498800.0,山东体育学院,学校,韩**-0531-89655181,山东滨海国际工程咨询有限公司,孙**-0531-88581266,济南思赛商贸有限公司 ,"中标人     13455154035 ,中标人     13806417197 ",498800.0,2022-06-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/337953362/b2,地址山东省济南市历城区王舍人街道东都尚城5-2-2603,53 次,547.54 万,14 家
中标,中标结果,枣庄职业学院绿色高端化工虚拟仿真实训基地建设改造项目成交公告,,SDGP370400000202201000261_A,"绿色高端化工虚拟仿真实训基地建设改造项目,装修工程",118376.0,枣庄职业学院,学校,,枣庄市公共资源交易中心,,山东金厦建筑装饰工程有限公司 ,周**     15306329998 ,118376.0,2022-06-28,山东,枣庄,,,,https://www.zhiliaobiaoxun.com/content/337808666/b2,地址山东省枣庄市市中区工业园衡山路9号,69 次,"8,037.95 万",36 家
中标,中标结果,山东体育学院体育管理学院生命安全虚拟仿真设备采购中标（成交）公告,,SDGP370000000202202003788,生命安全虚拟仿真设备,349290.0,山东体育学院,学校,韩**-0531-89655181,山东滨海国际工程咨询有限公司,孙**-0531-88581266,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",349290.0,2022-06-28,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/337953390/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,576 次",7.73 亿,553 家
中标,中标结果,绿色高端化工虚拟仿真实训基地建设改造项目,,SDGP370400000202201000261_A,"虚拟仿真实训基地建设改造项目,灯具,吊顶,墙面粉刷,形象墙制作,塑胶地板,拆除费,电线,网线,交换机,墙面清理,窗帘",118376.0,,其他,,,,山东金厦建筑装饰工程有限公司 ,周**     15306329998 ,118376.0,2022-06-28,山东,枣庄,,,,https://www.zhiliaobiaoxun.com/content/337774877/b2,地址山东省枣庄市市中区工业园衡山路9号,69 次,"8,037.95 万",36 家
中标,合同,菏泽家政职业学院助产专业虚拟仿真实训室建设项目合同公示,,SDGP371700000202202000004,"虚拟仿真实训室建设项目,行业应用软件",922000.0,菏泽家政职业学院,学校,高**-19861676705,,,山东中飞科技有限公司 ,"中标人     0536-88871088 ,中标人     0531-88871088 ,中标人     13808938538 ,中标人     18663733899 ,刘**     18939216289 ",922000.0,2022-06-27,山东,菏泽,,,,https://www.zhiliaobiaoxun.com/content/337481431/b2,地址山东省济南市高新区颖秀路山大科技园8号楼201,23 次,910.65 万,11 家
中标,合同,【山东省本级】青岛科技大学青岛科技大学虚拟仿真软件采购项目合同公开,,SDGP370000000202202002790,"虚拟仿真软件,非金融无形资产",197800.0,青岛科技大学,学校,采购人-0532-88959027,,,青岛海科斯达智能科技有限公司 ,中标人     15606426669 ,197800.0,2022-06-24,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/335942583/b2,地址青岛市四方区周口路97号106室,42 次,"2,241.87 万",7 家
中标,中标结果,中国海洋大学水下机器人虚拟仿真基础平台设计开发服务项目成交公告,,OUC-FW22-TP008,水下机器人虚拟仿真基础平台设计开发服务项目,900000.0,中国海洋大学,学校,崔**-0532-66781979,山东盛和招标代理有限公司,陈*-0532-67737979,四川军昊科技有限公司 ,,900000.0,2022-06-24,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/335789752/b2,地址成都市青羊区北大街19号3栋9层913号,6 次,165.67 万,3 家
中标,中标结果,机械工程虚拟仿真实验室升级项目（重新招标）中标公告,,0747-2267SCCSD128,虚拟仿真实验室升级项目,547670.0,某单位,其他,唐**-13688658248,中化商务有限公司,许**-18910330096,上海曼恒数字技术股份有限公司 ,"中标人     13360059271 ,中标人     15041193690 ,中标人     18225602075 ,中标人     17621440601 ,中标人     021-31266999 ",547670.0,2022-06-22,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/335291320/b2,地址上海市松江区顺庆路500号2幢809室-6,432 次,5.14 亿,214 家
中标,中标结果,【潍坊】潍坊职业学院机电学院智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目中标结果公告,,SDGP370700000202202000244,智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目,0.0,潍坊职业学院,学校,采购人-0536-3082860,山东中信恒远项目管理有限公司,代理联系人-0536-8365778,山东星科智能科技股份有限公司 ,"中标人     0531-88881298 ,中标人     18615520800 ,中标人     18678870910 ,中标人     15169197727 ,中标人     15668366757 ",1345000.0 1259500.0,2022-06-22,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/342777068/b2,地址济南市高新区新泺大街786号四层,"1,204 次",94.01 亿,420 家
中标,中标结果,【潍坊】潍坊职业学院机电学院智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目中标结果公告,,SDGP370700000202202000244,智能产线虚拟仿真及逆向制造虚实一体化实训室建设项目,0.0,潍坊职业学院,学校,采购人-0536-3082860,山东中信恒远项目管理有限公司,代理联系人-0536-8365778,山东春谷信息技术有限公司 ,"中标人     18678371717 ,王*     18363731052 ",1345000.0 1259500.0,2022-06-22,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/342777068/b2,地址山东省枣庄市滕州市姜屯镇镇政府（原镇文化服务中心大会议室）,27 次,"1,189.05 万",15 家
中标,中标结果,VR虚拟仿真实验（网络环境）,,GY202202096,"VR虚拟仿真实验,网络环境",90000.0,信息科学与工程学院,学校,,,,济南睿创科教设备有限公司 ,崔*     15194106966 ,90000.0,2022-06-19,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/334569852/b2,地址济南市历下区文化东路51号楼305B,20 次,105.66 万,7 家
中标,中标结果,VR虚拟仿真实验-激光通信与未来无线通信,,GY202202095,"VR虚拟仿真实验,激光通信与未来无线通信",120000.0,信息科学与工程学院,学校,,,,济南睿创科教设备有限公司 ,崔*     15194106966 ,120000.0,2022-06-19,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/334569877/b2,地址济南市历下区文化东路51号楼305B,20 次,105.66 万,7 家
中标,中标结果,VR虚拟仿真实验（印刷电路板制板工艺）,,GY202202098,"VR虚拟仿真实验,印刷电路板制板工艺",64000.0,信息科学与工程学院,学校,,,,济南睿创科教设备有限公司 ,崔*     15194106966 ,64000.0,2022-06-19,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/334569851/b2,地址济南市历下区文化东路51号楼305B,20 次,105.66 万,7 家
中标,合同,【山东省本级】滨州医学院滨州医学院机能虚拟仿真实验项目合同公开,,SDGP370000000202202001285,"机能虚拟仿真实验项目,试验仪器及装置",0.0,滨州医学院,学校,,,,山东长川科学仪器有限公司 ,中标人     13954535796 ,0.0,2022-06-17,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/333963797/b2,地址山东省烟台市莱山区长安路1号长安一号内333号,86 次,"8,995.68 万",17 家
中标,合同,【山东省本级】滨州医学院滨州医学院临床麻醉学虚拟仿真实验教学平台项目合同公开,,SDGP370000000202202001289,"虚拟仿真实验教学平台项目,试验仪器及装置",0.0,滨州医学院,学校,,,,山东泽众电子科技有限公司 ,"中标人     13075363230 ,中标人     15006406293 ,中标人     0531-88995916 ,杨**     18354161919 ,杨*     13031713050 ",0.0,2022-06-17,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/333988420/b2,地址济南市高新区正丰路554号7号科研楼406,149 次,"4,863.62 万",57 家
中标,合同,【山东省本级】滨州医学院滨州医学院药学院虚拟仿真实验教学平台建设合同公开,,SDGP370000000202202001125,"虚拟仿真实验教学平台建设,数据库管理系统",345000.0,滨州医学院,学校,,,,河南鼎信实业有限公司 ,"中标人     13333817567 ,中标人     0371-63712119 ,中标人     0371-63712116 ",345000.0,2022-06-17,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/333963791/b2,地址郑州市二七区航海路与嵩山路交叉口东方大厦14楼1406-64号,68 次,"4,688.0 万",39 家
中标,中标结果,泰山学院2022年实验耗材采购项目中标（成交）结果公告,,SDGP370000000202202003694,"计算机机房及虚拟仿真实验设备耗材及维保服务,体育器材类,酒店用品类,电子元件类,药品试剂类,机械土木类,美术教具类,实验耗材",0.0,泰山学院,学校,张**-0538-6715159,山东东岳联合招标代理有限公司,"王*-18653836300,王*-18653856300",济南华泰达商贸有限公司 ,中标人     18765835778 ,0.0 0.0 49800.0 0.0 0.0 0.0,2022-06-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/334228503/b2,地址山东省济南市长清区大学科技园商业街1号楼2区一层,127 次,599.06 万,44 家
中标,中标结果,泰山学院2022年实验耗材采购项目中标（成交）结果公告,,SDGP370000000202202003694,"计算机机房及虚拟仿真实验设备耗材及维保服务,体育器材类,酒店用品类,电子元件类,药品试剂类,机械土木类,美术教具类,实验耗材",0.0,泰山学院,学校,张**-0538-6715159,山东东岳联合招标代理有限公司,"王*-18653836300,王*-18653856300",济南尚图科技发展有限公司 ,"中标人     13153158326 ,田*     15650017886 ,孙**     18954188991 ",0.0 0.0 49800.0 0.0 0.0 0.0,2022-06-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/334228503/b2,地址山东省济南市历下区经十路9999号黄金时代广场6号楼1-1804室,57 次,"1,647.26 万",10 家
中标,中标结果,泰山学院2022年实验耗材采购项目中标（成交）结果公告,,SDGP370000000202202003694,"计算机机房及虚拟仿真实验设备耗材及维保服务,体育器材类,酒店用品类,电子元件类,药品试剂类,机械土木类,美术教具类,实验耗材",0.0,泰山学院,学校,张**-0538-6715159,山东东岳联合招标代理有限公司,"王*-18653836300,王*-18653856300",泰安贝比电子有限公司 ,刘**     15621333316 ,0.0 0.0 49800.0 0.0 0.0 0.0,2022-06-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/334228503/b2,地址泰安市泰山区南湖东路9号舜天若水写字楼A301室,17 次,41.15 万,4 家
中标,中标结果,泰山学院2022年实验耗材采购项目中标（成交）结果公告,,SDGP370000000202202003694,"计算机机房及虚拟仿真实验设备耗材及维保服务,体育器材类,酒店用品类,电子元件类,药品试剂类,机械土木类,美术教具类,实验耗材",0.0,泰山学院,学校,张**-0538-6715159,山东东岳联合招标代理有限公司,"王*-18653836300,王*-18653856300",泰安市泰山区奥博实验仪器有限公司 ,,0.0 0.0 49800.0 0.0 0.0 0.0,2022-06-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/334228503/b2,地址泰安市灵山大街西段,4 次,12.8 万,2 家
中标,中标结果,泰山学院2022年实验耗材采购项目中标（成交）结果公告,,SDGP370000000202202003694,"计算机机房及虚拟仿真实验设备耗材及维保服务,体育器材类,酒店用品类,电子元件类,药品试剂类,机械土木类,美术教具类,实验耗材",0.0,泰山学院,学校,张**-0538-6715159,山东东岳联合招标代理有限公司,"王*-18653836300,王*-18653856300",济南历下金易优电子产品经营部 ,杨**     13616411988 ,0.0 0.0 49800.0 0.0 0.0 0.0,2022-06-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/334228503/b2,,6 次,24.97 万,3 家
中标,中标结果,泰山学院2022年实验耗材采购项目中标（成交）结果公告,,SDGP370000000202202003694,"计算机机房及虚拟仿真实验设备耗材及维保服务,体育器材类,酒店用品类,电子元件类,药品试剂类,机械土木类,美术教具类,实验耗材",0.0,泰山学院,学校,张**-0538-6715159,山东东岳联合招标代理有限公司,"王*-18653836300,王*-18653856300",山东远方智能技术有限公司 ,中标人     15628922227 ,0.0 0.0 49800.0 0.0 0.0 0.0,2022-06-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/334228503/b2,地址山东省济南市高新区奥体中路3911号贤文世家花园北区9号楼1002室,5 次,8.17 万,3 家
中标,合同,【山东省本级】潍坊医学院潍坊医学院虚拟仿真实验教学一流课程建设项目（1327）合同公开,,SDGP370000000202202002546,"虚拟仿真实验教学一流课程建设项目,行业应用软件开发服务",518000.0,潍坊医学院,学校,,,,山东泽众电子科技有限公司 ,"中标人     13075363230 ,中标人     15006406293 ,中标人     0531-88995916 ,杨**     18354161919 ,杨*     13031713050 ",518000.0,2022-06-15,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/333033762/b2,地址济南市高新区正丰路554号7号科研楼406,149 次,"4,863.62 万",57 家
中标,合同,新能源汽车虚拟仿真实训中心项目新能源汽车虚拟仿真实训中心项目合同公告,,,虚拟仿真实训中心项目,1348000.0,威海市职业中等专业学校,学校,,,,威海滕威信息技术有限公司 ,中标人     15063175888 ,1348000.0,2022-06-13,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/332160264/b2,地址山东省威海市火炬高技术产业开发区花园中路-198-2号-6,3 次,404.6 万,1 家
中标,合同,新能源汽车虚拟仿真实训中心项目合同公示,,SDGP371000000202202000075,"新能源汽车虚拟仿真实训中心项目,物品",1348000.0,威海市职业中等专业学校,学校,采购人-0631-5930033,,,威海滕威信息技术有限公司 ,中标人     15063175888 ,134.0,2022-06-13,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/332190061/b2,地址山东省威海市火炬高技术产业开发区花园中路-198-2号-6,3 次,404.6 万,1 家
中标,中标结果,【威海】威海市职业中等专业学校新能源汽车虚拟仿真实训中心项目公开招标中标结果公告,,SDGP371000000202202000075,新能源汽车虚拟仿真实训中心项目,1350000.0,威海市职业中等专业学校,学校,采购人-0631-5930089,山东省鲁成招标有限公司,邵**-0631-5273175,威海滕威信息技术有限公司 ,中标人     15063175888 ,1348000.0,2022-06-10,山东,威海,,,,https://www.zhiliaobiaoxun.com/content/342784890/b2,地址山东省威海市火炬高技术产业开发区花园中路-198-2号-6,3 次,404.6 万,1 家
中标,中标结果,山东理工大学双高计划建设工程（2）项目中标（成交）公告,,SDGP370000000202202000250,"虚拟仿真实验教学项目共享系统,双高计划建设工程",741000.0,山东理工大学,学校,采购人-0533-2780027,山东盛和招标代理有限公司,,济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",741000.0,2022-06-08,山东,淄博,,,,https://www.zhiliaobiaoxun.com/content/330637056/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,潍坊医学院低视力康复实验室建设项目中标（成交）公告,,SDGP370000000202202000386,"虚拟仿真教学系统,手持式电子助视器,低视力康复实验室建设项目",686400.0,潍坊医学院,学校,采购人-0536-8462257,山东盛和招标代理有限公司,代理联系人-0536-8906159,山东方立经贸有限公司 ,中标人     15853691251 ,686400.0,2022-06-06,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/355563151/b2,地址山东省潍坊高新区清池街道府东社区东风东街419号清宁花园3号沿街楼523,55 次,842.72 万,6 家
中标,中标结果,菏泽家政职业学院助产专业虚拟仿真实训室建设项目中标（成交）结果公告,,SDGP371700000202202000004,虚拟仿真实训室建设项目,922000.0,菏泽家政职业学院,学校,"高**-19861676705,刘**-18678540550",山东易方达建设项目管理有限公司,李*-15668313956,山东中飞科技有限公司 ,"中标人     0536-88871088 ,中标人     0531-88871088 ,中标人     13808938538 ,中标人     18663733899 ,刘**     18939216289 ",922000.0,2022-05-31,山东,菏泽,,,,https://www.zhiliaobiaoxun.com/content/330697239/b2,地址山东省济南市高新区颖秀路山大科技园8号楼201,23 次,910.65 万,11 家
中标,中标结果,青岛科技大学虚拟仿真软件采购项目中标（成交）公告,,SDGP370000000202202002790,"虚拟仿真软件,化工仿真软件",197800.0,青岛科技大学,学校,采购人-0532-88959027,山东卓舜招标咨询有限公司,,青岛海科斯达智能科技有限公司 ,中标人     15606426669 ,197800.0,2022-05-30,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/328632258/b2,地址青岛市四方区周口路97号106室,42 次,"2,241.87 万",7 家
中标,中标结果,山东体育学院传媒学院设备采购项目中标（成交）公告,,SDGP370000000202202002808,"虚拟仿真教学软件系统,实训室设备,融媒体新闻中心升级设备",0.0,山东体育学院,学校,韩**-0531-89655181,山东卓舜招标咨询有限公司,张**-0531-67891697,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",199090.0 599600.0 199770.0,2022-05-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/327857636/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,576 次",7.73 亿,553 家
中标,中标结果,山东体育学院传媒学院设备采购项目中标（成交）公告,,SDGP370000000202202002808,"虚拟仿真教学软件系统,实训室设备,融媒体新闻中心升级设备",0.0,山东体育学院,学校,韩**-0531-89655181,山东卓舜招标咨询有限公司,张**-0531-67891697,炎泽（山东）文化传媒有限公司 ,于**     15615618010 ,199090.0 599600.0 199770.0,2022-05-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/327857636/b2,地址山东省济南市历下区浆水泉路16号卓越时代广场2号楼公寓1单元806,16 次,677.91 万,4 家
中标,中标结果,山东体育学院传媒学院设备采购项目中标（成交）公告,,SDGP370000000202202002808,"虚拟仿真教学软件系统,实训室设备,融媒体新闻中心升级设备",0.0,山东体育学院,学校,韩**-0531-89655181,山东卓舜招标咨询有限公司,张**-0531-67891697,山东利沃信息科技有限公司 ,"中标人     18653125666 ,苏*     0531-80392887 ",199090.0 599600.0 199770.0,2022-05-26,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/327857636/b2,地址山东省济南市历下区解放路43号银座数码广场6-1-606室,40 次,"1,266.88 万",15 家
中标,中标结果,滨州医学院机能虚拟仿真实验项目中标（成交）结果公告,,SDGP370000000202202001285,机能虚拟仿真实验项目,296000.0,滨州医学院,学校,采购人-0535-6913090,青岛市招标中心,康**-15553122006,山东长川科学仪器有限公司 ,,296000.0,2022-05-25,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/327545282/b2,地址山东省烟台市莱山区长安路1号长安一号内333号,,,
中标,中标结果,滨州医学院临床麻醉学虚拟仿真实验教学平台项目中标（成交）结果公告,,SDGP370000000202202001289,临床麻醉学虚拟仿真实验教学平台项目,288000.0,滨州医学院,学校,采购人-0535-6913090,青岛市招标中心,康**-15553122006,山东泽众电子科技有限公司 ,"中标人     13075363230 ,中标人     15006406293 ,中标人     0531-88995916 ,杨**     18354161919 ,杨*     13031713050 ",288000.0,2022-05-25,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/327545119/b2,地址济南市高新区正丰路554号7号科研楼406,149 次,"4,863.62 万",57 家
中标,中标结果,潍坊医学院形态学实验室条件建设项目（1318）中标（成交）公告,,SDGP370000000202202000380,"人体胚胎学虚拟仿真教学系统,双目显微镜,石蜡切片机,胚胎学模块,形态学实验室条件建设项目",0.0,潍坊医学院,学校,采购人-0536-8462257,山东三木招标有限公司,代理联系人-0531-81764009,山东数字人科技股份有限公司 ,"中标人     15966678567 ,杨**     0531-88878777 ,中标人     18543112886 ,中标人     0531-88873668 ,中标人     0531-88878995 ",253000.0 361800.0 386800.0,2022-05-21,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/326583216/b2,地址济南市高新区天辰大街1188号,475 次,4.72 亿,206 家
